TITLE,LOGEION LEMMA,SEARCH LEMMA,DISPLAY LEMMA,SHORTDEF,LONGDEF,LOGEIONDEF,DECL,IDIOM,REG ADJ/ADV,PROPER,PART-OF-SPEECH,LOGEION LINK
ΕΥΡΥΔΑΜΑΣ,Εὐρυδάμας,,Εὐρυδάμας,Eurydamas,Eurydamas,Eurydamas,,,,,,http://logeion.uchicago.edu/index.html#Εὐρυδάμας
ΕΥΡΥΔΙΚΕΙΑ,εὐρυδίκεια,,εὐρυδίκεια,festival of Eurydice,festival of Eurydice,festival of Eurydice,,,,,,http://logeion.uchicago.edu/index.html#εὐρυδίκεια
ΕΥΡΥΔΙΚΗ,Εὐρυδίκη,,Εὐρυδίκη –ης ἡ,Eurydice,Eurydice,Eurydice,,,,,Noun,http://logeion.uchicago.edu/index.html#Εὐρυδίκη
ΕΥΡΥΔΙΝΗΣ,εὐρυδίνης,,εὐρυδίνης,wide-eddying,wide-eddying,wide-eddying,,,,,,http://logeion.uchicago.edu/index.html#εὐρυδίνης
ΕΥΡΥΕΔΗΣ,εὐρυεδής,,εὐρυεδής,"broad-seated, spacious","broad-seated, spacious","broad-seated, spacious",,,,,,http://logeion.uchicago.edu/index.html#εὐρυεδής
ΕΥΡΥΖΥΓΟΣ,εὐρύζυγος,,εὐρύζυγος,"broad-throned, wide-ruling","broad-throned, wide-ruling","broad-throned, wide-ruling",,,,,,http://logeion.uchicago.edu/index.html#εὐρύζυγος
ΕΥΡΥΘΕΜΕΙΛΟΣ,εὐρυθέμειλος,,εὐρυθέμειλος,with broad foundations,with broad foundations,with broad foundations,,,,,,http://logeion.uchicago.edu/index.html#εὐρυθέμειλος
ΕΥΡΥΘΜΙΑ,εὐρυθμία,,εὐρυθμία,rhythmical order,rhythmical order,rhythmical order,,,,,,http://logeion.uchicago.edu/index.html#εὐρυθμία
ΕΥΡΥΘΜΙΖΩ,εὐρυθμίζω,,εὐρυθμίζω,shape,shape,shape,,,,,,http://logeion.uchicago.edu/index.html#εὐρυθμίζω
ΕΥΡΥΘΜΙΣΤΟΣ,εὐρύθμιστος,,εὐρύθμιστος,easily shaped,easily shaped,easily shaped,,,,,,http://logeion.uchicago.edu/index.html#εὐρύθμιστος
ΕΥΡΥΘΜΟΚΑΡΗΝΟΣ,εὐρυθμοκάρηνος,,εὐρυθμοκάρηνος,broad-headed,broad-headed,broad-headed,,,,,,http://logeion.uchicago.edu/index.html#εὐρυθμοκάρηνος
ΕΥΡΥΘΜΟΚΕΡΩΣ,εὐρυθμοκέρως,,εὐρυθμοκέρως,with spreading horns,with spreading horns,with spreading horns,,,,,,http://logeion.uchicago.edu/index.html#εὐρυθμοκέρως
ΕΥΡΥΘΜΟΣ,εὔρυθμος,,εὔρυθμος,rhythmical,rhythmical,rhythmical,,,,,,http://logeion.uchicago.edu/index.html#εὔρυθμος
ΕΥΡΥΚΛΕΙΑ,Εὐρύκλεια,,Εὐρύκλεια,Euryclea,Euryclea,Euryclea,,,,,,http://logeion.uchicago.edu/index.html#Εὐρύκλεια
ΕΥΡΥΚΛΗΣ,εὐρυκλῆς,,εὐρυκλῆς,ventriloquist,ventriloquist,ventriloquist,,,,,,http://logeion.uchicago.edu/index.html#εὐρυκλῆς
ΕΥΡΥΚΟΙΛΙΟΣ,εὐρυκοίλιος,,εὐρυκοίλιος,hollow,hollow,hollow,,,,,,http://logeion.uchicago.edu/index.html#εὐρυκοίλιος
ΕΥΡΥΚΡΕΙΩΝ,εὐρυκρείων,,εὐρυκρείων,wide-ruling,wide-ruling,wide-ruling,,,,,,http://logeion.uchicago.edu/index.html#εὐρυκρείων
ΕΥΡΥΛΕΙΜΩΝ,εὐρυλείμων,,εὐρυλείμων,with broad meadows,with broad meadows,with broad meadows,,,,,,http://logeion.uchicago.edu/index.html#εὐρυλείμων
ΕΥΡΥΛΟΧΟΣ,Εὐρύλοχος,,Εὐρύλοχος,Eurylochus,Eurylochus,Eurylochus,,,,,,http://logeion.uchicago.edu/index.html#Εὐρύλοχος
ΕΥΡΥΜΑΧΟΣ,Εὐρύμαχος,,Εὐρύμαχος,Eurymachus,Eurymachus,Eurymachus,,,,,,http://logeion.uchicago.edu/index.html#Εὐρύμαχος
ΕΥΡΥΜΕΔΟΥΣΑ,Εὐρυμέδουσα,,Εὐρυμέδουσα,Eurymedusa,Eurymedusa,Eurymedusa,,,,,,http://logeion.uchicago.edu/index.html#Εὐρυμέδουσα
ΕΥΡΥΜΕΔΩΝ,Εὐρυμέδων,,Εὐρυμέδων,Eurymedon,Eurymedon,Eurymedon,,,,,,http://logeion.uchicago.edu/index.html#Εὐρυμέδων
ΕΥΡΥΜΕΝΗΣ,εὐρυμενής,,εὐρυμενής,broad and strong,broad and strong,broad and strong,,,,,,http://logeion.uchicago.edu/index.html#εὐρυμενής
ΕΥΡΥΜΕΤΩΠΟΣ,εὐρυμέτωπος,,εὐρυμέτωπος,broad-fronted,broad-fronted,broad-fronted,,,,,,http://logeion.uchicago.edu/index.html#εὐρυμέτωπος
ΕΥΡΥΜΙΔΗΣ,Εὐρυμίδης,,Εὐρυμίδης,Eurymides,Eurymides,Eurymides,,,,,,http://logeion.uchicago.edu/index.html#Εὐρυμίδης
ΕΥΡΥΝΕΦΗΣ,εὐρυνεφής,,εὐρυνεφής,lord of spreading clouds,lord of spreading clouds,lord of spreading clouds,,,,,,http://logeion.uchicago.edu/index.html#εὐρυνεφής
ΕΥΡΥΝΟΜΗ,Εὐρυνόμη,,Εὐρυνόμη,Eurynome,Eurynome,Eurynome,,,,,,http://logeion.uchicago.edu/index.html#Εὐρυνόμη
ΕΥΡΥΝΟΜΟΣ,Εὐρύνομος,,Εὐρύνομος,Eurynomus,Eurynomus,Eurynomus,,,,,,http://logeion.uchicago.edu/index.html#Εὐρύνομος
ΕΥΡΥΝΟΟΣ,εὐρύνοος,,εὐρύνοος,broad-minded,broad-minded,broad-minded,,,,,,http://logeion.uchicago.edu/index.html#εὐρύνοος
ΕΥΡΥΝΤΕΟΝ,εὐρυντέον,,εὐρυντέον,one must dilate,one must dilate,one must dilate,,,,,,http://logeion.uchicago.edu/index.html#εὐρυντέον
ΕΥΡΥΝΩ,εὐρύνω,,εὐρύνω,to broaden,to broaden,to broaden,,,,,,http://logeion.uchicago.edu/index.html#εὐρύνω
ΕΥΡΥΝΩΤΟΣ,εὐρύνωτος,,εὐρύνωτος –ον,broad-backed,broad-backed,broad-backed,1,,,0,Adjective,http://logeion.uchicago.edu/index.html#εὐρύνωτος
ΕΥΡΥΟΔΕΙΑ,εὐρυόδεια,,εὐρυόδεια,"with broad, open ways","with broad, open ways","with broad, open ways",,,,,,http://logeion.uchicago.edu/index.html#εὐρυόδεια
ΕΥΡΥΟΠΑ,εὐρύοπα,,εὐρύοπα,the far-seeing,the far-seeing,the far-seeing,,,,,,http://logeion.uchicago.edu/index.html#εὐρύοπα
ΕΥΡΥΠΕΔΙΛΟΣ,εὐρυπέδιλος,,εὐρυπέδιλος,broad-sandalled: broad,broad-sandalled: broad,broad-sandalled: broad,,,,,,http://logeion.uchicago.edu/index.html#εὐρυπέδιλος
ΕΥΡΥΠΕΔΟΣ,εὐρύπεδος,,εὐρύπεδος,with broad surface,with broad surface,with broad surface,,,,,,http://logeion.uchicago.edu/index.html#εὐρύπεδος
ΕΥΡΥΠΟΡΟΣ,εὐρύπορος,,εὐρύπορος,with broad ways,with broad ways,with broad ways,,,,,,http://logeion.uchicago.edu/index.html#εὐρύπορος
ΕΥΡΥΠΡΩΚΤΙΑ,εὐρυπρωκτία,,εὐρυπρωκτία,lewdness,lewdness,lewdness,,,,,,http://logeion.uchicago.edu/index.html#εὐρυπρωκτία
ΕΥΡΥΠΡΩΚΤΟΣ,εὐρύπρωκτος,,εὐρύπρωκτος,"lewd, filthy","lewd, filthy","lewd, filthy",,,,,,http://logeion.uchicago.edu/index.html#εὐρύπρωκτος
ΕΥΡΥΠΤΟΛΕΜΟΣ,Εὐρυπτόλεμος,,Εὐρυπτόλεμος,Euryptolemus,Euryptolemus,Euryptolemus,,,,,,http://logeion.uchicago.edu/index.html#Εὐρυπτόλεμος
ΕΥΡΥΠΤΟΣ,εὔρυπτος,,εὔρυπτος,easy to wash out,easy to wash out,easy to wash out,,,,,,http://logeion.uchicago.edu/index.html#εὔρυπτος
ΕΥΡΥΠΥΛΗΣ,εὐρυπυλής,,εὐρυπυλής,with broad gates,with broad gates,with broad gates,,,,,,http://logeion.uchicago.edu/index.html#εὐρυπυλής
ΕΥΡΥΠΥΛΟΣ,Εὐρύπυλος,,Εὐρύπυλος,Eurypylus,Eurypylus,Eurypylus,,,,,,http://logeion.uchicago.edu/index.html#Εὐρύπυλος
ΕΥΡΥΡΕΕΘΡΟΣ,εὐρυρέεθρος,,εὐρυρέεθρος,"with broad channel, broadflowing","with broad channel, broadflowing","with broad channel, broadflowing",,,,,,http://logeion.uchicago.edu/index.html#εὐρυρέεθρος
ΕΥΡΥΡΕΩΝ,εὐρυρέων,,εὐρυρέων,broad-flowing,broad-flowing,broad-flowing,,,,,,http://logeion.uchicago.edu/index.html#εὐρυρέων
ΕΥΡΥΣ,εὐρύς,ευρυς,εὐρύς –εῖα –ύ,broad,"wide, broad","wide, broad",2,,,,Adjective,http://logeion.uchicago.edu/index.html#εὐρύς
ΕΥΡΥΣΑΚΗΣ,εὐρυσάκης,,εὐρυσάκης,with broad shield,with broad shield,with broad shield,,,,,,http://logeion.uchicago.edu/index.html#εὐρυσάκης
ΕΥΡΥΣΑΚΗΣ/2,Εὐρυσάκης,,Εὐρυσάκης –ου ὁ,Eurysaces,Eurysaces,Eurysaces,1,,,1,Adjective,http://logeion.uchicago.edu/index.html#Εὐρυσάκης
ΕΥΡΥΣΘΕΝΗΣ,εὐρυσθενής,,εὐρυσθενής,"of far-extended might, mighty","of far-extended might, mighty","of far-extended might, mighty",,,,,,http://logeion.uchicago.edu/index.html#εὐρυσθενής
ΕΥΡΥΣΘΕΥΣ,Εὐρυσθεύς,,Εὐρυσθεύς,Eurystheus,Eurystheus,Eurystheus,,,,,,http://logeion.uchicago.edu/index.html#Εὐρυσθεύς
ΕΥΡΥΣΜΑΤΩΔΗΣ,εὐρυσματώδης,,εὐρυσματώδης,like a dilatation,like a dilatation,like a dilatation,,,,,,http://logeion.uchicago.edu/index.html#εὐρυσματώδης
ΕΥΡΥΣΟΡΟΣ,εὐρύσορος,,εὐρύσορος,with wide bier,with wide bier,with wide bier,,,,,,http://logeion.uchicago.edu/index.html#εὐρύσορος
ΕΥΡΥΣΤΕΡΝΟΣ,εὐρύστερνος,,εὐρύστερνος,broad-breasted,broad-breasted,broad-breasted,,,,,,http://logeion.uchicago.edu/index.html#εὐρύστερνος
ΕΥΡΥΣΤΟΜΙΑ,εὐρυστομία,,εὐρυστομία,broadness of pronunciation,broadness of pronunciation,broadness of pronunciation,,,,,,http://logeion.uchicago.edu/index.html#εὐρυστομία
ΕΥΡΥΣΤΟΜΟΣ,εὐρύστομος,,εὐρύστομος,wide-mouthed,wide-mouthed,wide-mouthed,,,,,,http://logeion.uchicago.edu/index.html#εὐρύστομος
ΕΥΡΥΤΕΙΑ,Εὐρυτεία,,Εὐρυτεία,daughter of Eurutos (Iole),daughter of Eurutos (Iole),daughter of Eurutos (Iole),,,,,,http://logeion.uchicago.edu/index.html#Εὐρυτεία
ΕΥΡΥΤΕΝΗΣ,εὐρυτενής,,εὐρυτενής,wide-extended,wide-extended,wide-extended,,,,,,http://logeion.uchicago.edu/index.html#εὐρυτενής
ΕΥΡΥΤΗΣ,εὐρύτης,,εὐρύτης,width,width,width,,,,,,http://logeion.uchicago.edu/index.html#εὐρύτης
ΕΥΡΥΤΙΔΗΣ,Εὐρυτίδης,,Εὐρυτίδης,son of Eurytus,son of Eurytus,son of Eurytus,,,,,,http://logeion.uchicago.edu/index.html#Εὐρυτίδης
ΕΥΡΥΤΙΜΟΣ,εὐρύτιμος,,εὐρύτιμος,"wide, far-honoured","wide, far-honoured","wide, far-honoured",,,,,,http://logeion.uchicago.edu/index.html#εὐρύτιμος
ΕΥΡΥΤΙΩΝ,Εὐρυτίων,,Εὐρυτίων,"Eurytion, a centaur; an Argonaut","Eurytion, a centaur; an Argonaut","Eurytion, a centaur; an Argonaut",,,,,,http://logeion.uchicago.edu/index.html#Εὐρυτίων
ΕΥΡΥΤΟΣ,εὔρυτος,,εὔρυτος,full-flowing,full-flowing,full-flowing,,,,,,http://logeion.uchicago.edu/index.html#εὔρυτος
ΕΥΡΥΤΟΣ/2,Εὔρυτος,,Εὔρυτος,Eurytus,Eurytus,Eurytus,,,,,,http://logeion.uchicago.edu/index.html#Εὔρυτος
ΕΥΡΥΤΡΗΤΟΣ,εὐρύτρητος,,εὐρύτρητος,with wide holes,with wide holes,with wide holes,,,,,,http://logeion.uchicago.edu/index.html#εὐρύτρητος
ΕΥΡΥΦΑΕΣΣΑ,Εὐρυφάεσσα,,Εὐρυφάεσσα,Far-shining,Far-shining,Far-shining,,,,,,http://logeion.uchicago.edu/index.html#Εὐρυφάεσσα
ΕΥΡΥΦΑΡΕΤΡΑΣ,εὐρυφαρέτρας,,εὐρυφαρέτρας,with broad quiver,with broad quiver,with broad quiver,,,,,,http://logeion.uchicago.edu/index.html#εὐρυφαρέτρας
ΕΥΡΥΦΑΡΕΤΡΗΣ,εὐρυφαρέτρης,,εὐρυφαρέτρης,with wide quiver,with wide quiver,with wide quiver,,,,,,http://logeion.uchicago.edu/index.html#εὐρυφαρέτρης
ΕΥΡΥΦΛΕΒΟΣ,εὐρύφλεβος,,εὐρύφλεβος,with wide veins,with wide veins,with wide veins,,,,,,http://logeion.uchicago.edu/index.html#εὐρύφλεβος
ΕΥΡΥΦΥΗΣ,εὐρυφυής,,εὐρυφυής,broad-growing,broad-growing,broad-growing,,,,,,http://logeion.uchicago.edu/index.html#εὐρυφυής
ΕΥΡΥΦΩΝΙΑ,εὐρυφωνία,,εὐρυφωνία,broadness of sound,broadness of sound,broadness of sound,,,,,,http://logeion.uchicago.edu/index.html#εὐρυφωνία
ΕΥΡΥΧΑΔΗΣ,εὐρυχαδής,,εὐρυχαδής,wide-mouthed,wide-mouthed,wide-mouthed,,,,,,http://logeion.uchicago.edu/index.html#εὐρυχαδής
ΕΥΡΥΧΑΙΤΑΣ,εὐρυχαίτας,,εὐρυχαίτας,with flowing hair,with flowing hair,with flowing hair,,,,,,http://logeion.uchicago.edu/index.html#εὐρυχαίτας
ΕΥΡΥΧΑΙΤΗΣ,εὐρυχαίτης,,εὐρυχαίτης,with wide-streaming hair,with wide-streaming hair,with wide-streaming hair,,,,,,http://logeion.uchicago.edu/index.html#εὐρυχαίτης
ΕΥΡΥΧΟΡΟΣ,εὐρύχορος,,εὐρύχορος,"with broad places, spacious","with broad places, spacious","with broad places, spacious",,,,,,http://logeion.uchicago.edu/index.html#εὐρύχορος
ΕΥΡΥΧΩΡΕΩ,εὐρυχωρέω,,εὐρυχωρέω,enlarge,enlarge,enlarge,,,,,,http://logeion.uchicago.edu/index.html#εὐρυχωρέω
ΕΥΡΥΧΩΡΙΑ,εὐρυχωρία,ευρυχωρια,εὐρυχωρία –ας ἡ,broad waters,"open space, free room","open space, free room",1,,,,Noun,http://logeion.uchicago.edu/index.html#εὐρυχωρία
ΕΥΡΥΧΩΡΟΣ,εὐρύχωρος,,εὐρύχωρος,"roomy, wide","roomy, wide","roomy, wide",,,,,,http://logeion.uchicago.edu/index.html#εὐρύχωρος
ΕΥΡΩΓΗΣ,εὐρώγης,,εὐρώγης,abounding in grapes,abounding in grapes,abounding in grapes,,,,,,http://logeion.uchicago.edu/index.html#εὐρώγης
ΕΥΡΩΔΗΣ,εὐρώδης ,,εὐρώδης εὐρ–ώδης ες εἶδος,"wide, broad","poet. for εὐρύς, wide, broad","poet. for εὐρύς, wide, broad",1,,,0,Adjective,http://logeion.uchicago.edu/index.html#εὐρώδης
ΕΥΡΩΕΙΣ,εὐρώεις,,εὐρώεις –εσσα –εν,"mouldy, dank","mouldy, dank","mouldy, dank",1,,,0,Adjective,http://logeion.uchicago.edu/index.html#εὐρώεις
ΕΥΡΩΠΕΥΣ,Εὐρωπεύς,,Εὐρωπεύς,of Europos,of Europos,of Europos,,,,,,http://logeion.uchicago.edu/index.html#Εὐρωπεύς
ΕΥΡΩΠΙΑ,Εὐρωπία,,Εὐρωπία,broad surface,broad surface,broad surface,,,,,,http://logeion.uchicago.edu/index.html#Εὐρωπία
ΕΥΡΩΠΙΟΣ,εὐρώπιος,,εὐρώπιος,of Europa,of Europa,of Europa,,,,,,http://logeion.uchicago.edu/index.html#εὐρώπιος
ΕΥΡΩΠΟΣ,Εὐρωπός,,Εὐρωπός,Europus (f) city (m) river,Europus (f) city (m) river,Europus (f) city (m) river,,,,,,http://logeion.uchicago.edu/index.html#Εὐρωπός
ΕΥΡΩΣ,εὐρώς,,εὐρώς,"mould, dank decay","mould, dank decay","mould, dank decay",,,,,,http://logeion.uchicago.edu/index.html#εὐρώς
ΕΥΡΩΣΤΕΩ,εὐρωστέω,,εὐρωστέω,toberobust,toberobust,toberobust,,,,,,http://logeion.uchicago.edu/index.html#εὐρωστέω
ΕΥΡΩΣΤΙΑ,εὐρωστία,,εὐρωστία,"stoutness, strength","stoutness, strength","stoutness, strength",,,,,,http://logeion.uchicago.edu/index.html#εὐρωστία
ΕΥΡΩΣΤΟΣ,εὔρωστος,,εὔρωστος,"stout, strong","stout, strong","stout, strong",,,,,,http://logeion.uchicago.edu/index.html#εὔρωστος
ΕΥΡΩΣΤΟΨΥΧΟΣ,εὐρωστόψυχος,,εὐρωστόψυχος,stout-hearted,stout-hearted,stout-hearted,,,,,,http://logeion.uchicago.edu/index.html#εὐρωστόψυχος
ΕΥΡΩΤΑΣ,Εὐρώτας,,Εὐρώτας,pudenda muliebria,pudenda muliebria,pudenda muliebria,,,,,,http://logeion.uchicago.edu/index.html#Εὐρώτας
ΕΥΡΩΤΙΑΩ,εὐρωτιάω,,εὐρωτιάω,"to be or become mouldy, decay","to be or become mouldy, decay","to be or become mouldy, decay",,,,,,http://logeion.uchicago.edu/index.html#εὐρωτιάω
ΕΥΣ,ἐύς,,ἐύς,"good, brave, noble","good, brave, noble","good, brave, noble",,,,,,http://logeion.uchicago.edu/index.html#ἐύς
ΕΥΣ/2,ἐΰς,,ἐΰς,"good, brave, noble","good, brave, noble","good, brave, noble",,,,,,http://logeion.uchicago.edu/index.html#ἐΰς
ΕΥΣΑ,εὖσα,,εὖσα,sum,sum,sum,,,,,,http://logeion.uchicago.edu/index.html#εὖσα
ΕΥΣΑΛΕΥΤΟΣ,εὐσάλευτος,,εὐσάλευτος,easily shaken,easily shaken,easily shaken,,,,,,http://logeion.uchicago.edu/index.html#εὐσάλευτος
ΕΥΣΑΛΟΣ,εὔσαλος,,εὔσαλος,with a good roadstead,with a good roadstead,with a good roadstead,,,,,,http://logeion.uchicago.edu/index.html#εὔσαλος
ΕΥΣΑΡΚΕΩ,εὐσαρκέω,,εὐσαρκέω,to be fleshy,to be fleshy,to be fleshy,,,,,,http://logeion.uchicago.edu/index.html#εὐσαρκέω
ΕΥΣΑΡΚΙΑ,εὐσαρκία,,εὐσαρκία,"fullness of flesh, good condition","fullness of flesh, good condition","fullness of flesh, good condition",,,,,,http://logeion.uchicago.edu/index.html#εὐσαρκία
ΕΥΣΑΡΚΟΣ,εὔσαρκος,,εὔσαρκος,"fleshy, in good case, plump","fleshy, in good case, plump","fleshy, in good case, plump",,,,,,http://logeion.uchicago.edu/index.html#εὔσαρκος
ΕΥΣΑΡΚΟΩ,εὐσαρκόω,,εὐσαρκόω,make,make,make,,,,,,http://logeion.uchicago.edu/index.html#εὐσαρκόω
ΕΥΣΒΕΣΤΟΣ,εὔσβεστος,,εὔσβεστος,easily quenched,easily quenched,easily quenched,,,,,,http://logeion.uchicago.edu/index.html#εὔσβεστος
ΕΥΣΕΒΕΙΑ,Εὐσέβεια,ευσεβεια,εὐσέβεια –ας ἡ,"piety, reverence towards gods/parents",games in honor of Antoninus Pius,games in honor of Antoninus Pius,1,,,,Noun,http://logeion.uchicago.edu/index.html#εὐσέβεια
ΕΥΣΕΒΕΙΑ/2,εὐσέβεια,,εὐσέβεια –ας ἡ,"reverence towards the gods, piety, religion","reverence towards the gods, piety, religion","reverence towards the gods, piety, religion",,,,,Noun,http://logeion.uchicago.edu/index.html#εὐσέβεια
ΕΥΣΕΒΕΩ,εὐσεβέω,ευσεβεω,εὐσεβέω εὐσεβήσω ηὐσέβησα ηὐσέβηκα ηὐσέβημαι ηὐσεβήθην,live or act piously,"to live or act piously, religiously","to live or act piously, religiously",,,,,Verb,http://logeion.uchicago.edu/index.html#εὐσεβέω
ΕΥΣΕΒΗΜΑ,εὐσέβημα,,εὐσέβημα,deed of piety,deed of piety,deed of piety,,,,,,http://logeion.uchicago.edu/index.html#εὐσέβημα
