TITLE,LOGEION LEMMA,SEARCH LEMMA,DISPLAY LEMMA,SHORTDEF,LONGDEF,LOGEIONDEF,DECL,IDIOM,REG ADJ/ADV,PROPER,PART-OF-SPEECH,LOGEION LINK
ΛΙΝΟΦΘΟΡΟΣ,λινοφθόρος,,λινοφθόρος,linen-wasting,linen-wasting,linen-wasting,,,,,,http://logeion.uchicago.edu/index.html#λινοφθόρος
ΛΙΝΟΦΟΡΟΣ,λινοφόρος,,λινοφόρος,flax-bearing,flax-bearing,flax-bearing,,,,,,http://logeion.uchicago.edu/index.html#λινοφόρος
ΛΙΝΟΧΙΤΩΝ,λινοχίτων,,λινοχίτων,with linen tunic,with linen tunic,with linen tunic,,,,,,http://logeion.uchicago.edu/index.html#λινοχίτων
ΛΙΝΟΧΛΑΙΝΟΣ,λινόχλαινος,,λινόχλαινος,with linen mantle,with linen mantle,with linen mantle,,,,,,http://logeion.uchicago.edu/index.html#λινόχλαινος
ΛΙΝΟΧΟΡΤΟΣ,λινόχορτος,,λινόχορτος,joint crop of flax and grass,joint crop of flax and grass,joint crop of flax and grass,,,,,,http://logeion.uchicago.edu/index.html#λινόχορτος
ΛΙΝΥΦΑΝΤΕΙΟΝ,λινυφαντεῖον,,λινυφαντεῖον,workshop for weaving flax,workshop for weaving flax,workshop for weaving flax,,,,,,http://logeion.uchicago.edu/index.html#λινυφαντεῖον
ΛΙΝΥΦΑΝΤΙΚΟΣ,λινυφαντικός,,λινυφαντικός,of or for linen-weaving,of or for linen-weaving,of or for linen-weaving,,,,,,http://logeion.uchicago.edu/index.html#λινυφαντικός
ΛΙΝΥΦΟΣ,λίνυφος,,λίνυφος,linen-weavers,linen-weavers,linen-weavers,,,,,,http://logeion.uchicago.edu/index.html#λίνυφος
ΛΙΝΩΙΔΙΑ,λινῳδία,,λινῳδία,the lament for Linos,the lament for Linos,the lament for Linos,,,,,,http://logeion.uchicago.edu/index.html#λινῳδία
ΛΙΝΩΝΙΑ,λινωνία,,λινωνία,purchase of flax,purchase of flax,purchase of flax,,,,,,http://logeion.uchicago.edu/index.html#λινωνία
ΛΙΠΑ,λίπα,,λίπα,"unctuously, richly","unctuously, richly","unctuously, richly",,,,,,http://logeion.uchicago.edu/index.html#λίπα
ΛΙΠΑΔΕΛΦΟΣ,λιπάδελφος,,λιπάδελφος,brotherless,brotherless,brotherless,,,,,,http://logeion.uchicago.edu/index.html#λιπάδελφος
ΛΙΠΑΙΝΩ,λιπαίνω,,λιπαίνω,"to oil, anoint","to oil, anoint","to oil, anoint",,,,,,http://logeion.uchicago.edu/index.html#λιπαίνω
ΛΙΠΑΝΔΡΕΩ,λιπανδρέω,,λιπανδρέω,to be in want of men,to be in want of men,to be in want of men,,,,,,http://logeion.uchicago.edu/index.html#λιπανδρέω
ΛΙΠΑΝΔΡΙΑ,λιπανδρία,,λιπανδρία,want of men,want of men,want of men,,,,,,http://logeion.uchicago.edu/index.html#λιπανδρία
ΛΙΠΑΝΣΙΣ,λίπανσις,,λίπανσις,anointing,anointing,anointing,,,,,,http://logeion.uchicago.edu/index.html#λίπανσις
ΛΙΠΑΝΤΕΟΝ,λιπαντέον,,λιπαντέον,one must anoint,one must anoint,one must anoint,,,,,,http://logeion.uchicago.edu/index.html#λιπαντέον
ΛΙΠΑΝΤΙΚΟΣ,λιπαντικός,,λιπαντικός,of or for anointing,of or for anointing,of or for anointing,,,,,,http://logeion.uchicago.edu/index.html#λιπαντικός
ΛΙΠΑΡΑ,Λιπάρα,,Λιπάρα,of Lipara,of Lipara,of Lipara,,,,,,http://logeion.uchicago.edu/index.html#Λιπάρα
ΛΙΠΑΡΑΜΠΥΞ,λιπαράμπυξ,,λιπαράμπυξ,with bright tiara,with bright tiara,with bright tiara,,,,,,http://logeion.uchicago.edu/index.html#λιπαράμπυξ
ΛΙΠΑΡΑΥΓΗΣ,λιπαραυγής,,λιπαραυγής,bright-beaming,bright-beaming,bright-beaming,,,,,,http://logeion.uchicago.edu/index.html#λιπαραυγής
ΛΙΠΑΡΗΣ,λιπαρής,,λιπαρής,persisting,persisting,persisting,,,,,,http://logeion.uchicago.edu/index.html#λιπαρής
ΛΙΠΑΡΗΣΙΣ,λιπάρησις,,λιπάρησις,supplication,supplication,supplication,,,,,,http://logeion.uchicago.edu/index.html#λιπάρησις
ΛΙΠΑΡΗΤΕΟΝ,λιπαρητέον,,λιπαρητέον,one must be importunate,one must be importunate,one must be importunate,,,,,,http://logeion.uchicago.edu/index.html#λιπαρητέον
ΛΙΠΑΡΗΤΕΟΣ,λιπαρητέος,,λιπαρητέος,one must be importunate,one must be importunate,one must be importunate,,,,,,http://logeion.uchicago.edu/index.html#λιπαρητέος
ΛΙΠΑΡΙΑ,λιπαρία,,λιπαρία,"importunity, persistence","importunity, persistence","importunity, persistence",,,,,,http://logeion.uchicago.edu/index.html#λιπαρία
ΛΙΠΑΡΙΑ/2,λιπαρία2,,λιπαρία2,fatness,fatness,fatness,,,,,,http://logeion.uchicago.edu/index.html#λιπαρία2
ΛΙΠΑΡΟΓΕΙΟΣ,λιπαρόγειος,,λιπαρόγειος,with rich soil,with rich soil,with rich soil,,,,,,http://logeion.uchicago.edu/index.html#λιπαρόγειος
ΛΙΠΑΡΟΖΩΝΟΣ,λιπαρόζωνος,,λιπαρόζωνος,bright-girdled,bright-girdled,bright-girdled,,,,,,http://logeion.uchicago.edu/index.html#λιπαρόζωνος
ΛΙΠΑΡΟΘΡΟΝΟΣ,λιπαρόθρονος,,λιπαρόθρονος,bright-throned,bright-throned,bright-throned,,,,,,http://logeion.uchicago.edu/index.html#λιπαρόθρονος
ΛΙΠΑΡΟΚΡΗΔΕΜΝΟΣ,λιπαροκρήδεμνος,,λιπαροκρήδεμνος,with bright head-band,with bright head-band,with bright head-band,,,,,,http://logeion.uchicago.edu/index.html#λιπαροκρήδεμνος
ΛΙΠΑΡΟΜΜΑΤΟΣ,λιπαρόμματος,,λιπαρόμματος,lustrous-eyed,lustrous-eyed,lustrous-eyed,,,,,,http://logeion.uchicago.edu/index.html#λιπαρόμματος
ΛΙΠΑΡΟΠΛΟΚΑΜΟΣ,λιπαροπλόκαμος,,λιπαροπλόκαμος,with glossy locks,with glossy locks,with glossy locks,,,,,,http://logeion.uchicago.edu/index.html#λιπαροπλόκαμος
ΛΙΠΑΡΟΣ,λιπαρός,,λιπαρός,"oily, shiny with oil","oily, shiny with oil","oily, shiny with oil",,,,,,http://logeion.uchicago.edu/index.html#λιπαρός
ΛΙΠΑΡΟΤΗΣ,λιπαρότης,,λιπαρότης,fattiness,fattiness,fattiness,,,,,,http://logeion.uchicago.edu/index.html#λιπαρότης
ΛΙΠΑΡΟΤΡΟΦΟΣ,λιπαρότροφος,,λιπαρότροφος,richly fed,richly fed,richly fed,,,,,,http://logeion.uchicago.edu/index.html#λιπαρότροφος
ΛΙΠΑΡΟΧΡΟΟΣ,λιπαρόχροος,,λιπαρόχροος,"with shining body, sleek of skin","with shining body, sleek of skin","with shining body, sleek of skin",,,,,,http://logeion.uchicago.edu/index.html#λιπαρόχροος
ΛΙΠΑΡΟΧΡΟΥΣ,λιπαρόχρους,,λιπαρόχρους,with shining skin,with shining skin,with shining skin,,,,,,http://logeion.uchicago.edu/index.html#λιπαρόχρους
ΛΙΠΑΡΩΨ,λιπαρώψ,,λιπαρώψ,bright-looking,bright-looking,bright-looking,,,,,,http://logeion.uchicago.edu/index.html#λιπαρώψ
ΛΙΠΑΣΜΑ,λίπασμα,,λίπασμα,a greasy form of ulceration,a greasy form of ulceration,a greasy form of ulceration,,,,,,http://logeion.uchicago.edu/index.html#λίπασμα
ΛΙΠΑΣΜΟΣ,λιπασμός,,λιπασμός,anointing,anointing,anointing,,,,,,http://logeion.uchicago.edu/index.html#λιπασμός
ΛΙΠΑΥΓΗΣ,λιπαυγής,,λιπαυγής,"deserted by light, blind","deserted by light, blind","deserted by light, blind",,,,,,http://logeion.uchicago.edu/index.html#λιπαυγής
ΛΙΠΑΥΡΕΩ,λιπαυρέω,,λιπαυρέω,to be calm,to be calm,to be calm,,,,,,http://logeion.uchicago.edu/index.html#λιπαυρέω
ΛΙΠΕΛΑΙΟΝ,λιπέλαιον,,λιπέλαιον,pinguis olivi,pinguis olivi,pinguis olivi,,,,,,http://logeion.uchicago.edu/index.html#λιπέλαιον
ΛΙΠΕΡΓΑΤΗΣ,λιπεργάτης,,λιπεργάτης,unemployed labourer,unemployed labourer,unemployed labourer,,,,,,http://logeion.uchicago.edu/index.html#λιπεργάτης
ΛΙΠΕΡΝΕΩ,λιπερνέω,,λιπερνέω,to be poor,to be poor,to be poor,,,,,,http://logeion.uchicago.edu/index.html#λιπερνέω
ΛΙΠΕΡΝΗΣ,λιπερνής,,λιπερνής,"desolate, forlorn, homeless, outcast","desolate, forlorn, homeless, outcast","desolate, forlorn, homeless, outcast",,,,,,http://logeion.uchicago.edu/index.html#λιπερνής
ΛΙΠΕΣΑΝΩΡ,λιπεσάνωρ,,λιπεσάνωρ,forsaker of her husband,forsaker of her husband,forsaker of her husband,,,,,,http://logeion.uchicago.edu/index.html#λιπεσάνωρ
ΛΙΠΗΜΕΡΟΙ,λιπήμεροι,,λιπήμεροι,land that lacks rain,land that lacks rain,land that lacks rain,,,,,,http://logeion.uchicago.edu/index.html#λιπήμεροι
ΛΙΠΟΒΟΤΑΝΕΩ,λιποβοτανέω,,λιποβοτανέω,lose,lose,lose,,,,,,http://logeion.uchicago.edu/index.html#λιποβοτανέω
ΛΙΠΟΓΑΛΑΚΤΟΣ,λιπογάλακτος,,λιπογάλακτος,"lacticularius, lacticulosus","lacticularius, lacticulosus","lacticularius, lacticulosus",,,,,,http://logeion.uchicago.edu/index.html#λιπογάλακτος
ΛΙΠΟΓΑΜΟΣ,λιπόγαμος,,λιπόγαμος,having abandoned her marriage ties,having abandoned her marriage ties,having abandoned her marriage ties,,,,,,http://logeion.uchicago.edu/index.html#λιπόγαμος
ΛΙΠΟΓΛΗΝΟΣ,λιπόγληνος,,λιπόγληνος,"without eyeballs, sightless","without eyeballs, sightless","without eyeballs, sightless",,,,,,http://logeion.uchicago.edu/index.html#λιπόγληνος
ΛΙΠΟΓΛΩΣΣΟΣ,λιπόγλωσσος,,λιπόγλωσσος,tongueless,tongueless,tongueless,,,,,,http://logeion.uchicago.edu/index.html#λιπόγλωσσος
ΛΙΠΟΓΡΑΜΜΑΤΟΣ,λιπογράμματος,,λιπογράμματος,wanting a letter,wanting a letter,wanting a letter,,,,,,http://logeion.uchicago.edu/index.html#λιπογράμματος
ΛΙΠΟΓΥΙΟΣ,λιπόγυιος,,λιπόγυιος,"wanting a limb, maimed","wanting a limb, maimed","wanting a limb, maimed",,,,,,http://logeion.uchicago.edu/index.html#λιπόγυιος
ΛΙΠΟΔΕΗΣ,λιποδεής,,λιποδεής,with few wants,with few wants,with few wants,,,,,,http://logeion.uchicago.edu/index.html#λιποδεής
ΛΙΠΟΔΕΡΜΕΩ,λιποδερμέω,,λιποδερμέω,to be without skin,to be without skin,to be without skin,,,,,,http://logeion.uchicago.edu/index.html#λιποδερμέω
ΛΙΠΟΔΕΡΜΟΣ,λιπόδερμος,,λιπόδερμος,without a skin,without a skin,without a skin,,,,,,http://logeion.uchicago.edu/index.html#λιπόδερμος
ΛΙΠΟΔΡΑΝΕΩ,λιποδρανέω,,λιποδρανέω,fail in strength,fail in strength,fail in strength,,,,,,http://logeion.uchicago.edu/index.html#λιποδρανέω
ΛΙΠΟΔΡΑΝΗΣ,λιποδρανής,,λιποδρανής,lacking strength,lacking strength,lacking strength,,,,,,http://logeion.uchicago.edu/index.html#λιποδρανής
ΛΙΠΟΘΗΛΟΣ,λιπόθηλος,,λιπόθηλος,deprived of the breast,deprived of the breast,deprived of the breast,,,,,,http://logeion.uchicago.edu/index.html#λιπόθηλος
ΛΙΠΟΘΡΙΞ,λιπόθριξ,,λιπόθριξ,hairless,hairless,hairless,,,,,,http://logeion.uchicago.edu/index.html#λιπόθριξ
ΛΙΠΟΘΡΟΟΣ,λιπόθροος,,λιπόθροος,"wanting voice, mute","wanting voice, mute","wanting voice, mute",,,,,,http://logeion.uchicago.edu/index.html#λιπόθροος
ΛΙΠΟΘΥΜΕΩ,λιποθυμέω,,λιποθυμέω,"fall into a swoon, faint","fall into a swoon, faint","fall into a swoon, faint",,,,,,http://logeion.uchicago.edu/index.html#λιποθυμέω
ΛΙΠΟΘΥΜΙΑ,λιποθυμία,,λιποθυμία,swoon,swoon,swoon,,,,,,http://logeion.uchicago.edu/index.html#λιποθυμία
ΛΙΠΟΘΥΜΙΚΟΣ,λιποθυμικός,,λιποθυμικός,subject to fainting fits,subject to fainting fits,subject to fainting fits,,,,,,http://logeion.uchicago.edu/index.html#λιποθυμικός
ΛΙΠΟΘΥΜΙΩΔΗΣ,λιποθυμιώδης,,λιποθυμιώδης,swoon-like,swoon-like,swoon-like,,,,,,http://logeion.uchicago.edu/index.html#λιποθυμιώδης
ΛΙΠΟΚΕΝΤΡΟΣ,λιπόκεντρος,,λιπόκεντρος,leaving a sting,leaving a sting,leaving a sting,,,,,,http://logeion.uchicago.edu/index.html#λιπόκεντρος
ΛΙΠΟΚΡΕΩΣ,λιποκρέως,,λιποκρέως,losing flesh,losing flesh,losing flesh,,,,,,http://logeion.uchicago.edu/index.html#λιποκρέως
ΛΙΠΟΚΩΠΟΣ,λιπόκωπος,,λιπόκωπος,without handle,without handle,without handle,,,,,,http://logeion.uchicago.edu/index.html#λιπόκωπος
ΛΙΠΟΜΑΡΤΥΡΙΟΝ,λιπομαρτύριον,,λιπομαρτύριον,against a witness for non-appearance,against a witness for non-appearance,against a witness for non-appearance,,,,,,http://logeion.uchicago.edu/index.html#λιπομαρτύριον
ΛΙΠΟΜΑΡΤΥΡΙΟΥ,λιπομαρτυρίου,,λιπομαρτυρίου,against a witness for non-appearance,against a witness for non-appearance,against a witness for non-appearance,,,,,,http://logeion.uchicago.edu/index.html#λιπομαρτυρίου
ΛΙΠΟΜΗΤΩΡ,λιπομήτωρ,,λιπομήτωρ,motherless,motherless,motherless,,,,,,http://logeion.uchicago.edu/index.html#λιπομήτωρ
ΛΙΠΟΝΑΥΣ,λιπόναυς,,λιπόναυς,deserting the fleet,deserting the fleet,deserting the fleet,,,,,,http://logeion.uchicago.edu/index.html#λιπόναυς
ΛΙΠΟΝΑΥΤΗΣ,λιποναύτης,,λιποναύτης,leaving the sailors,leaving the sailors,leaving the sailors,,,,,,http://logeion.uchicago.edu/index.html#λιποναύτης
ΛΙΠΟΝΑΥΤΙΟΥ,λιποναυτίου,,λιποναυτίου,against one who deserts his ship,against one who deserts his ship,against one who deserts his ship,,,,,,http://logeion.uchicago.edu/index.html#λιποναυτίου
ΛΙΠΟΞΥΛΟΣ,λιπόξυλος,,λιπόξυλος,lacking wood,lacking wood,lacking wood,,,,,,http://logeion.uchicago.edu/index.html#λιπόξυλος
ΛΙΠΟΠΑΙΣ,λιπόπαις,,λιπόπαις,childless,childless,childless,,,,,,http://logeion.uchicago.edu/index.html#λιπόπαις
ΛΙΠΟΠΑΤΡΙΣ,λιπόπατρις,,λιπόπατρις,causing to forget one's country,causing to forget one's country,causing to forget one's country,,,,,,http://logeion.uchicago.edu/index.html#λιπόπατρις
ΛΙΠΟΠΑΤΩΡ,λιποπάτωρ,,λιποπάτωρ,deserter of one's father,deserter of one's father,deserter of one's father,,,,,,http://logeion.uchicago.edu/index.html#λιποπάτωρ
ΛΙΠΟΠΝΟΗ,λιποπνόη,,λιποπνόη,death,death,death,,,,,,http://logeion.uchicago.edu/index.html#λιποπνόη
ΛΙΠΟΠΝΟΟΣ,λιπόπνοος,,λιπόπνοος,"breathless, dead","breathless, dead","breathless, dead",,,,,,http://logeion.uchicago.edu/index.html#λιπόπνοος
ΛΙΠΟΠΝΟΥΣ,λιπόπνους,,λιπόπνους,"left by breath, breathless, dead","left by breath, breathless, dead","left by breath, breathless, dead",,,,,,http://logeion.uchicago.edu/index.html#λιπόπνους
ΛΙΠΟΠΤΟΛΕΜΟΣ,λιποπτόλεμος,,λιποπτόλεμος,leaving the war,leaving the war,leaving the war,,,,,,http://logeion.uchicago.edu/index.html#λιποπτόλεμος
ΛΙΠΟΠΤΟΛΙΣ,λιπόπτολις,,λιπόπτολις,leaving the city,leaving the city,leaving the city,,,,,,http://logeion.uchicago.edu/index.html#λιπόπτολις
ΛΙΠΟΠΩΓΩΝΙΑ,λιποπωγωνία,,λιποπωγωνία,want of beard,want of beard,want of beard,,,,,,http://logeion.uchicago.edu/index.html#λιποπωγωνία
ΛΙΠΟΡΡΙΝΟΣ,λιπόρρινος,,λιπόρρινος,without skin,without skin,without skin,,,,,,http://logeion.uchicago.edu/index.html#λιπόρρινος
ΛΙΠΟΣ,λίπος,,λίπος –ους τό,fat,fat,fat,,,,,Νoun,http://logeion.uchicago.edu/index.html#λίπος
ΛΙΠΟΣΑΡΚΕΩ,λιποσαρκέω,,λιποσαρκέω,lose flesh,lose flesh,lose flesh,,,,,,http://logeion.uchicago.edu/index.html#λιποσαρκέω
ΛΙΠΟΣΑΡΚΗΣ,λιποσαρκής,,λιποσαρκής,wanting flesh,wanting flesh,wanting flesh,,,,,,http://logeion.uchicago.edu/index.html#λιποσαρκής
ΛΙΠΟΣΑΡΚΙΑ,λιποσαρκία,,λιποσαρκία,want of flesh,want of flesh,want of flesh,,,,,,http://logeion.uchicago.edu/index.html#λιποσαρκία
ΛΙΠΟΣΑΡΚΟΣ,λιπόσαρκος,,λιπόσαρκος,"lean, thin","lean, thin","lean, thin",,,,,,http://logeion.uchicago.edu/index.html#λιπόσαρκος
ΛΙΠΟΣΘΕΝΗΣ,λιποσθενής,,λιποσθενής,powerless,powerless,powerless,,,,,,http://logeion.uchicago.edu/index.html#λιποσθενής
ΛΙΠΟΣΙΤΕΩ,λιποσιτέω,,λιποσιτέω,to be in want of corn,to be in want of corn,to be in want of corn,,,,,,http://logeion.uchicago.edu/index.html#λιποσιτέω
ΛΙΠΟΣΚΙΟΣ,λιπόσκιος,,λιπόσκιος,casting no shadow,casting no shadow,casting no shadow,,,,,,http://logeion.uchicago.edu/index.html#λιπόσκιος
ΛΙΠΟΣΤΕΦΑΝΟΣ,λιποστέφανος,,λιποστέφανος,falling from the wreath,falling from the wreath,falling from the wreath,,,,,,http://logeion.uchicago.edu/index.html#λιποστέφανος
ΛΙΠΟΣΤΡΑΤΕΩ,λιποστρατέω,,λιποστρατέω,"desert, refuse to serve in arms","desert, refuse to serve in arms","desert, refuse to serve in arms",,,,,,http://logeion.uchicago.edu/index.html#λιποστρατέω
ΛΙΠΟΣΤΡΑΤΙΑ,λιποστρατία,,λιποστρατία,"desertion of the army, refusal to serve","desertion of the army, refusal to serve","desertion of the army, refusal to serve",,,,,,http://logeion.uchicago.edu/index.html#λιποστρατία
ΛΙΠΟΣΤΡΑΤΙΩΤΗΣ,λιποστρατιώτης,,λιποστρατιώτης,deserter,deserter,deserter,,,,,,http://logeion.uchicago.edu/index.html#λιποστρατιώτης
ΛΙΠΟΤΑΚΤΕΩ,λιποτακτέω,,λιποτακτέω,desert one's post,desert one's post,desert one's post,,,,,,http://logeion.uchicago.edu/index.html#λιποτακτέω
ΛΙΠΟΤΑΚΤΗΣ,λιποτάκτης,,λιποτάκτης,deserter,deserter,deserter,,,,,,http://logeion.uchicago.edu/index.html#λιποτάκτης
ΛΙΠΟΤΑΞΙΑ,λιποταξία,,λιποταξία,"a leaving one's post, desertion","a leaving one's post, desertion","a leaving one's post, desertion",,,,,,http://logeion.uchicago.edu/index.html#λιποταξία
ΛΙΠΟΤΑΞΙΟΝ,λιποτάξιον,,λιποτάξιον,for desertion,for desertion,for desertion,,,,,,http://logeion.uchicago.edu/index.html#λιποτάξιον
ΛΙΠΟΤΑΞΙΟΥ,λιποταξίου,,λιποταξίου,for desertion,for desertion,for desertion,,,,,,http://logeion.uchicago.edu/index.html#λιποταξίου
ΛΙΠΟΤΕΚΝΟΣ,λιπότεκνος,,λιπότεκνος,childless,childless,childless,,,,,,http://logeion.uchicago.edu/index.html#λιπότεκνος
ΛΙΠΟΤΕΛΕΩ,λιποτελέω,,λιποτελέω,to be in arrears with taxes,to be in arrears with taxes,to be in arrears with taxes,,,,,,http://logeion.uchicago.edu/index.html#λιποτελέω
ΛΙΠΟΤΗΣ,λιπότης,,λιπότης,fatness,fatness,fatness,,,,,,http://logeion.uchicago.edu/index.html#λιπότης
ΛΙΠΟΤΟΝΕΩ,λιποτονέω,,λιποτονέω,become relaxed,become relaxed,become relaxed,,,,,,http://logeion.uchicago.edu/index.html#λιποτονέω
ΛΙΠΟΤΡΙΧΕΩ,λιποτριχέω,,λιποτριχέω,grow bald,grow bald,grow bald,,,,,,http://logeion.uchicago.edu/index.html#λιποτριχέω
ΛΙΠΟΤΡΙΧΗΣ,λιποτριχής,,λιποτριχής,having lost one's hair,having lost one's hair,having lost one's hair,,,,,,http://logeion.uchicago.edu/index.html#λιποτριχής
ΛΙΠΟΥΡΓΟΣ,λιπουργός,,λιπουργός,badly healed,badly healed,badly healed,,,,,,http://logeion.uchicago.edu/index.html#λιπουργός
ΛΙΠΟΥΡΟΣ,λίπουρος,,λίπουρος,without tail,without tail,without tail,,,,,,http://logeion.uchicago.edu/index.html#λίπουρος
ΛΙΠΟΨΥΧΕΩ,λιποψυχέω,,λιποψυχέω,"to leave life, swoon","to leave life, swoon","to leave life, swoon",,,,,,http://logeion.uchicago.edu/index.html#λιποψυχέω
ΛΙΠΟΨΥΧΙΑ,λιποψυχία,,λιποψυχία,swooning,swooning,swooning,,,,,,http://logeion.uchicago.edu/index.html#λιποψυχία
ΛΙΠΟΨΥΧΩΔΗΣ,λιποψυχώδης,,λιποψυχώδης,like,like,like,,,,,,http://logeion.uchicago.edu/index.html#λιποψυχώδης
ΛΙΠΤΟΜΑΙ,λίπτομαι,,λίπτομαι,to be eager,to be eager,to be eager,,,,,,http://logeion.uchicago.edu/index.html#λίπτομαι
ΛΙΠΥΡΙΑ,λιπυρία,,λιπυρία,a malignant intermittent fever,a malignant intermittent fever,a malignant intermittent fever,,,,,,http://logeion.uchicago.edu/index.html#λιπυρία
ΛΙΠΩΔΗΣ,λιπώδης,,λιπώδης,"fatty, oily","fatty, oily","fatty, oily",,,,,,http://logeion.uchicago.edu/index.html#λιπώδης
ΛΙΡΑΙΝΩ,λιραίνω,,λιραίνω,to be bold,to be bold,to be bold,,,,,,http://logeion.uchicago.edu/index.html#λιραίνω
ΛΙΡΙΣ,Λίρις,,Λίρις,Liris,Liris,Liris,,,,,,http://logeion.uchicago.edu/index.html#Λίρις
ΛΙΡΟΣ,λιρός,,λιρός,"bold, shameless, lewd","bold, shameless, lewd","bold, shameless, lewd",,,,,,http://logeion.uchicago.edu/index.html#λιρός
ΛΙΡΟΦΘΑΛΜΟΣ,λιρόφθαλμος,,λιρόφθαλμος,lewd-eyed,lewd-eyed,lewd-eyed,,,,,,http://logeion.uchicago.edu/index.html#λιρόφθαλμος
ΛΙΣ,λίς,,λίς,(Ep.) a lion,(Ep.) a lion,(Ep.) a lion,,,,,,http://logeion.uchicago.edu/index.html#λίς
ΛΙΣ/2,λίς2,,λίς2,(Ep.) smooth,(Ep.) smooth,(Ep.) smooth,,,,,,http://logeion.uchicago.edu/index.html#λίς2
ΛΙΣΓΑΡΙΟΝ,λισγάριον,,λισγάριον,"spade, mattock","spade, mattock","spade, mattock",,,,,,http://logeion.uchicago.edu/index.html#λισγάριον
ΛΙΣΠΟΠΥΓΟΣ,λισπόπυγος,,λισπόπυγος,smooth-buttocked,smooth-buttocked,smooth-buttocked,,,,,,http://logeion.uchicago.edu/index.html#λισπόπυγος
ΛΙΣΠΟΣ,λίσπος,,λίσπος,"smooth, polished","smooth, polished","smooth, polished",,,,,,http://logeion.uchicago.edu/index.html#λίσπος
ΛΙΣΣΑΝΙΟΣ,λισσάνιος,,λισσάνιος,my good friend,my good friend,my good friend,,,,,,http://logeion.uchicago.edu/index.html#λισσάνιος
ΛΙΣΣΑΣ,λισσάς,,λισσάς,"smooth, bare","smooth, bare","smooth, bare",,,,,,http://logeion.uchicago.edu/index.html#λισσάς
ΛΙΣΣΟΜΑΙ,λίσσομαι,,λίσσομαι ––– ἐλλισάμην/ἐλιτόμην ––– ––– –––,"pray, beseech with prayer","to beg, pray, entreat, beseech","to beg, pray, entreat, beseech",0,,,0,Verb,http://logeion.uchicago.edu/index.html#λίσσομαι
ΛΙΣΣΟΣ,λισσός,,λισσός,smooth,smooth,smooth,,,,,,http://logeion.uchicago.edu/index.html#λισσός
ΛΙΣΣΟΩ,λισσόω,,λισσόω,render insolvent,render insolvent,render insolvent,,,,,,http://logeion.uchicago.edu/index.html#λισσόω
ΛΙΣΣΩΜΑ,λίσσωμα,,λίσσωμα,smoothness,smoothness,smoothness,,,,,,http://logeion.uchicago.edu/index.html#λίσσωμα
ΛΙΣΣΩΣΙΣ,λίσσωσις,,λίσσωσις,setting of the hair from the crown of the head,setting of the hair from the crown of the head,setting of the hair from the crown of the head,,,,,,http://logeion.uchicago.edu/index.html#λίσσωσις
ΛΙΣΤΟΣ,λιστός,,λιστός,to be moved by prayer,to be moved by prayer,to be moved by prayer,,,,,,http://logeion.uchicago.edu/index.html#λιστός
ΛΙΣΤΡΑΙΝΩ,λιστραίνω,,λιστραίνω,dig round,dig round,dig round,,,,,,http://logeion.uchicago.edu/index.html#λιστραίνω
ΛΙΣΤΡΕΥΩ,λιστρεύω,,λιστρεύω,to dig round,to dig round,to dig round,,,,,,http://logeion.uchicago.edu/index.html#λιστρεύω
ΛΙΣΤΡΟΝ,λίστρον,,λίστρον,a tool for levelling,a tool for levelling,a tool for levelling,,,,,,http://logeion.uchicago.edu/index.html#λίστρον
ΛΙΣΤΡΩΤΟΣ,λιστρωτός,,λιστρωτός,levelled,levelled,levelled,,,,,,http://logeion.uchicago.edu/index.html#λιστρωτός
ΛΙΣΦΟΣ,λίσφος,,λίσφος,thin? (see Dover at Frogs 826),thin? (see Dover at Frogs 826),thin? (see Dover at Frogs 826),,,,,,http://logeion.uchicago.edu/index.html#λίσφος
ΛΙΣΧΡΟΙ,λίσχροι,,λίσχροι,plants which were ploughed into the ground,plants which were ploughed into the ground,plants which were ploughed into the ground,,,,,,http://logeion.uchicago.edu/index.html#λίσχροι
ΛΙΤΑ,λιτά,,λιτά,entreaty,entreaty,entreaty,,,,,,http://logeion.uchicago.edu/index.html#λιτά
ΛΙΤΑ/2,λῖτα,,λῖτα,linen cloth,linen cloth,linen cloth,,,,,,http://logeion.uchicago.edu/index.html#λῖτα
ΛΙΤΑΙΟΣ,λιταῖος,,λιταῖος,hearing prayer,hearing prayer,hearing prayer,,,,,,http://logeion.uchicago.edu/index.html#λιταῖος
ΛΙΤΑΝΕΙΑ,λιτανεία,,λιτανεία,entreaty,entreaty,entreaty,,,,,,http://logeion.uchicago.edu/index.html#λιτανεία
ΛΙΤΑΝΕΥΤΙΚΟΣ,λιτανευτικός,,λιτανευτικός,of or for praying,of or for praying,of or for praying,,,,,,http://logeion.uchicago.edu/index.html#λιτανευτικός
ΛΙΤΑΝΕΥΤΟΣ,λιτανευτός,,λιτανευτός,"begged, entreated","begged, entreated","begged, entreated",,,,,,http://logeion.uchicago.edu/index.html#λιτανευτός
ΛΙΤΑΝΕΥΩ,λιτανεύω,,λιτανεύω,"to pray, entreat","to pray, entreat","to pray, entreat",,,,,,http://logeion.uchicago.edu/index.html#λιτανεύω
ΛΙΤΑΝΟΣ,λιτανός,,λιτανός,"praying, suppliant","praying, suppliant","praying, suppliant",,,,,,http://logeion.uchicago.edu/index.html#λιτανός
