TITLE,LOGEION LEMMA,SEARCH LEMMA,DISPLAY LEMMA,SHORTDEF,LONGDEF,LOGEIONDEF,DECL,IDIOM,REG ADJ/ADV,PROPER,PART-OF-SPEECH,LOGEION LINK
ΛΙΤΑΡΓΙΖΩ,λιταργίζω,,λιταργίζω,to slip away,to slip away,to slip away,,,,,,http://logeion.uchicago.edu/index.html#λιταργίζω
ΛΙΤΑΡΓΟΣ,λίταργος,,λίταργος,running quick.,running quick.,running quick.,,,,,,http://logeion.uchicago.edu/index.html#λίταργος
ΛΙΤΟΒΙΟΣ,λιτόβιος,,λιτόβιος,living plainly,living plainly,living plainly,,,,,,http://logeion.uchicago.edu/index.html#λιτόβιος
ΛΙΤΟΔΙΑΙΤΟΣ,λιτοδίαιτος,,λιτοδίαιτος,of a plain way of life,of a plain way of life,of a plain way of life,,,,,,http://logeion.uchicago.edu/index.html#λιτοδίαιτος
ΛΙΤΟΣ,λιτός,,λιτός,"smooth, plain","smooth, plain","smooth, plain",,,,,,http://logeion.uchicago.edu/index.html#λιτός
ΛΙΤΟΣ/3,λιτός3,,λιτός3,"suppliant, supplicatory","suppliant, supplicatory","suppliant, supplicatory",,,,,,http://logeion.uchicago.edu/index.html#λιτός3
ΛΙΤΟΤΗΣ,λιτότης,,λιτότης,"plainness, simplicity","plainness, simplicity","plainness, simplicity",,,,,,http://logeion.uchicago.edu/index.html#λιτότης
ΛΙΤΡΑ,λίτρα,,λίτρα,a silver coin,a silver coin,a silver coin,,,,,,http://logeion.uchicago.edu/index.html#λίτρα
ΛΙΤΡΑΙΟΣ,λιτραῖος,,λιτραῖος,weighing,weighing,weighing,,,,,,http://logeion.uchicago.edu/index.html#λιτραῖος
ΛΙΤΡΑΣΜΟΣ,λιτρασμός,,λιτρασμός,libratio,libratio,libratio,,,,,,http://logeion.uchicago.edu/index.html#λιτρασμός
ΛΙΤΡΙΖΩ,λιτρίζω,,λιτρίζω,weigh,weigh,weigh,,,,,,http://logeion.uchicago.edu/index.html#λιτρίζω
ΛΙΤΡΙΣΜΟΣ,λιτρισμός,,λιτρισμός,delivery by weight,delivery by weight,delivery by weight,,,,,,http://logeion.uchicago.edu/index.html#λιτρισμός
ΛΙΤΡΟΔΟΚΗ,λιτροδόκη,,λιτροδόκη,box for holding,box for holding,box for holding,,,,,,http://logeion.uchicago.edu/index.html#λιτροδόκη
ΛΙΤΡΟΜΗΛΟΝ,λιτρόμηλον,,λιτρόμηλον,an apple weighing a λίτρα,an apple weighing a λίτρα,an apple weighing a λίτρα,,,,,,http://logeion.uchicago.edu/index.html#λιτρόμηλον
ΛΙΤΡΟΠΩΛΗΣ,λιτροπώλης,,λιτροπώλης,seller of λίτρον,seller of λίτρον,seller of λίτρον,,,,,,http://logeion.uchicago.edu/index.html#λιτροπώλης
ΛΙΤΡΟΣΚΟΠΟΣ,λιτροσκόπος,,λιτροσκόπος,"one who examines money, money-changer","one who examines money, money-changer","one who examines money, money-changer",,,,,,http://logeion.uchicago.edu/index.html#λιτροσκόπος
ΛΙΤΥΕΡΣΗΣ,Λιτυέρσης,,Λιτυέρσης,Lityerses,Lityerses,Lityerses,,,,,,http://logeion.uchicago.edu/index.html#Λιτυέρσης
ΛΙΤΥΟΝ,λίτυον,,λίτυον,lituus,lituus,lituus,,,,,,http://logeion.uchicago.edu/index.html#λίτυον
ΛΙΦΑΙΜΕΩ,λιφαιμέω,,λιφαιμέω,lack blood,lack blood,lack blood,,,,,,http://logeion.uchicago.edu/index.html#λιφαιμέω
ΛΙΦΑΙΜΙΑ,λιφαιμία,,λιφαιμία,bloodlessness,bloodlessness,bloodlessness,,,,,,http://logeion.uchicago.edu/index.html#λιφαιμία
ΛΙΦΑΙΜΟΣ,λίφαιμος,,λίφαιμος,lacking blood,lacking blood,lacking blood,,,,,,http://logeion.uchicago.edu/index.html#λίφαιμος
ΛΙΧΑΝΟΕΙΔΗΣ,λιχανοειδής,,λιχανοειδής,"τόπος, locus of the λίχανος ΙΙ","τόπος, locus of the λίχανος ΙΙ","τόπος, locus of the λίχανος ΙΙ",,,,,,http://logeion.uchicago.edu/index.html#λιχανοειδής
ΛΙΧΑΝΟΣ,λιχανός,,λιχανός,the fore-finger,the fore-finger,the fore-finger,,,,,,http://logeion.uchicago.edu/index.html#λιχανός
ΛΙΧΑΣ,λιχάς,,λιχάς,the space between the forefinger,the space between the forefinger,the space between the forefinger,,,,,,http://logeion.uchicago.edu/index.html#λιχάς
ΛΙΧΗΣ,Λίχης,,Λίχης ὁ,Lichas,"Lichas, a Spartan","Lichas, a Spartan",,,,,,http://logeion.uchicago.edu/index.html#Λίχης
ΛΙΧΜΑΖΩ,λιχμάζω,,λιχμάζω,to lick,to lick,to lick,,,,,,http://logeion.uchicago.edu/index.html#λιχμάζω
ΛΙΧΜΑΩ,λιχμάω,,λιχμάω,to lick with the tongue,to lick with the tongue,to lick with the tongue,,,,,,http://logeion.uchicago.edu/index.html#λιχμάω
ΛΙΧΜΗΜΩΝ,λιχμήμων,,λιχμήμων,licking,licking,licking,,,,,,http://logeion.uchicago.edu/index.html#λιχμήμων
ΛΙΧΜΗΡΗΣ,λιχμήρης,,λιχμήρης,playing with the tongue,playing with the tongue,playing with the tongue,,,,,,http://logeion.uchicago.edu/index.html#λιχμήρης
ΛΙΧΝΕΙΑ,λιχνεία,,λιχνεία,"daintiness, greediness","daintiness, greediness","daintiness, greediness",,,,,,http://logeion.uchicago.edu/index.html#λιχνεία
ΛΙΧΝΕΥΜΑ,λίχνευμα,,λίχνευμα,"a dainty, delicacy","a dainty, delicacy","a dainty, delicacy",,,,,,http://logeion.uchicago.edu/index.html#λίχνευμα
ΛΙΧΝΕΥΩ,λιχνεύω,,λιχνεύω,to lick,to lick,to lick,,,,,,http://logeion.uchicago.edu/index.html#λιχνεύω
ΛΙΧΝΟΒΟΡΟΣ,λιχνοβόρος,,λιχνοβόρος,"nice in eating, dainty","nice in eating, dainty","nice in eating, dainty",,,,,,http://logeion.uchicago.edu/index.html#λιχνοβόρος
ΛΙΧΝΟΓΡΑΥΣ,λιχνόγραυς,,λιχνόγραυς,greedy old woman,greedy old woman,greedy old woman,,,,,,http://logeion.uchicago.edu/index.html#λιχνόγραυς
ΛΙΧΝΟΣ,λίχνος,,λίχνος,"dainty, lickerish, greedy","dainty, lickerish, greedy","dainty, lickerish, greedy",,,,,,http://logeion.uchicago.edu/index.html#λίχνος
ΛΙΧΝΟΤΕΝΘΗΣ,λιχνοτένθης,,λιχνοτένθης,greedy glutton,greedy glutton,greedy glutton,,,,,,http://logeion.uchicago.edu/index.html#λιχνοτένθης
ΛΙΧΝΟΦΙΛΑΡΓΥΡΟΣ,λιχνοφιλάργυρος,,λιχνοφιλάργυρος,both epicure and miser,both epicure and miser,both epicure and miser,,,,,,http://logeion.uchicago.edu/index.html#λιχνοφιλάργυρος
ΛΙΧΝΩΔΗΣ,λιχνώδης,,λιχνώδης,gluttonous,gluttonous,gluttonous,,,,,,http://logeion.uchicago.edu/index.html#λιχνώδης
ΛΙΨ,λίψ,,λίψ,south west wind,south west wind,south west wind,,,,,,http://logeion.uchicago.edu/index.html#λίψ
ΛΙΨ/2,λίψ2,,λίψ2,"a stream, libation","a stream, libation","a stream, libation",,,,,,http://logeion.uchicago.edu/index.html#λίψ2
ΛΙΨ/3,λίψ3,,λίψ3,[lexical cite],[lexical cite],[lexical cite],,,,,,http://logeion.uchicago.edu/index.html#λίψ3
ΛΙΨΟΥΡΙΑ,λιψουρία,,λιψουρία,"desire of making water, natural needs","desire of making water, natural needs","desire of making water, natural needs",,,,,,http://logeion.uchicago.edu/index.html#λιψουρία
ΛΟΒΙΟΝ,λόβιον,,λόβιον,fruit of the σμῖλαξ,fruit of the σμῖλαξ,fruit of the σμῖλαξ,,,,,,http://logeion.uchicago.edu/index.html#λόβιον
ΛΟΓΑΔΗΝ,λογάδην,,λογάδην,by picking out,by picking out,by picking out,,,,,,http://logeion.uchicago.edu/index.html#λογάδην
ΛΟΓΑΙΟΣ,λογαῖος,,λογαῖος,"chosen, picked","chosen, picked","chosen, picked",,,,,,http://logeion.uchicago.edu/index.html#λογαῖος
ΛΟΓΑΟΙΔΙΚΟΣ,λογαοιδικός,,λογαοιδικός,logaoedic,logaoedic,logaoedic,,,,,,http://logeion.uchicago.edu/index.html#λογαοιδικός
ΛΟΓΑΡΙΑΖΩ,λογαριάζω,,λογαριάζω,calculate,calculate,calculate,,,,,,http://logeion.uchicago.edu/index.html#λογαριάζω
ΛΟΓΑΡΙΟΝ,λογάριον,,λογάριον,petty speeches,petty speeches,petty speeches,,,,,,http://logeion.uchicago.edu/index.html#λογάριον
ΛΟΓΑΣ,λογάς,,λογάς –άδος ὁ or ἡ,"gathered, picked, chosen","gathered, picked, chosen","gathered, picked, chosen",,,,,,http://logeion.uchicago.edu/index.html#λογάς
ΛΟΓΑΣ/2,λογάς2,,λογάς2,(usu. pl.) whites of the eyes,(usu. pl.) whites of the eyes,(usu. pl.) whites of the eyes,,,,,,http://logeion.uchicago.edu/index.html#λογάς2
ΛΟΓΑΩ,λογάω,,λογάω,to be fond of talking,to be fond of talking,to be fond of talking,,,,,,http://logeion.uchicago.edu/index.html#λογάω
ΛΟΓΓΑΝΟΣ,Λογγανός,,Λογγανός,Longanus,Longanus,Longanus,,,,,,http://logeion.uchicago.edu/index.html#Λογγανός
ΛΟΓΓΑΣΙΑ,λογγάσια,,λογγάσια,stones with holes in them,stones with holes in them,stones with holes in them,,,,,,http://logeion.uchicago.edu/index.html#λογγάσια
ΛΟΓΕΙΑ,λογεία,,λογεία,collection,collection,collection,,,,,,http://logeion.uchicago.edu/index.html#λογεία
ΛΟΓΕΙΟΝ,λογεῖον,,λογεῖον,a speaking-place,a speaking-place,a speaking-place,,,,,,http://logeion.uchicago.edu/index.html#λογεῖον
ΛΟΓΕΜΠΟΡΟΣ,λογέμπορος,,λογέμπορος,phrase-monger,phrase-monger,phrase-monger,,,,,,http://logeion.uchicago.edu/index.html#λογέμπορος
ΛΟΓΕΥΜΑ,λόγευμα,,λόγευμα,taxes collected,taxes collected,taxes collected,,,,,,http://logeion.uchicago.edu/index.html#λόγευμα
ΛΟΓΕΥΣ,λογεύς,,λογεύς,speaker,speaker,speaker,,,,,,http://logeion.uchicago.edu/index.html#λογεύς
ΛΟΓΕΥΤΗΡΙΟΝ,λογευτήριον,,λογευτήριον,office of the λογευτής,office of the λογευτής,office of the λογευτής,,,,,,http://logeion.uchicago.edu/index.html#λογευτήριον
ΛΟΓΕΥΤΗΣ,λογευτής,,λογευτής,tax-collector,tax-collector,tax-collector,,,,,,http://logeion.uchicago.edu/index.html#λογευτής
ΛΟΓΕΥΤΙΚΟΝ,λογευτικόν,,λογευτικόν,cost of collection,cost of collection,cost of collection,,,,,,http://logeion.uchicago.edu/index.html#λογευτικόν
ΛΟΓΕΥΩ,λογεύω,,λογεύω,collect,collect,collect,,,,,,http://logeion.uchicago.edu/index.html#λογεύω
ΛΟΓΙΑ,λογία,,λογία,a collection for the poor,a collection for the poor,a collection for the poor,,,,,,http://logeion.uchicago.edu/index.html#λογία
ΛΟΓΙΑΤΡΟΣ,λογίατρος,,λογίατρος,a physician only in words,a physician only in words,a physician only in words,,,,,,http://logeion.uchicago.edu/index.html#λογίατρος
ΛΟΓΙΔΙΟΝ,λογίδιον,,λογίδιον,a little fable,a little fable,a little fable,,,,,,http://logeion.uchicago.edu/index.html#λογίδιον
ΛΟΓΙΖΟΜΑΙ,λογίζομαι,λογιζομαι,λογίζομαι λογιζιοῦμαι ἐλογισάμην λελόγισμαι λελόγισμαι ἐλογίσθην,"count, reckon","to count, reckon, calculate, compute","to count, reckon, calculate, compute",0,,,0,Verb,http://logeion.uchicago.edu/index.html#λογίζομαι
ΛΟΓΙΚΕΥΟΜΑΙ,λογικεύομαι,,λογικεύομαι,to be merely arguing,to be merely arguing,to be merely arguing,,,,,,http://logeion.uchicago.edu/index.html#λογικεύομαι
ΛΟΓΙΚΟΣ,λογικός,,λογικός,"of or for speech, possessed of reason, intellectual","of or for speech, possessed of reason, intellectual","of or for speech, possessed of reason, intellectual",,,,,,http://logeion.uchicago.edu/index.html#λογικός
ΛΟΓΙΚΟΤΗΣ,λογικότης,,λογικότης,rationality,rationality,rationality,,,,,,http://logeion.uchicago.edu/index.html#λογικότης
ΛΟΓΙΜΟΣ,λόγιμος,,λόγιμος –η –ον,"worth mention, notable, remarkable, famous","worth mention, notable, remarkable, famous","worth mention, notable, remarkable, famous",,,,,,http://logeion.uchicago.edu/index.html#λόγιμος
ΛΟΓΙΟΝ,λόγιον,,λόγιον –ου τό,"an announcement, oracle","an announcement, oracle","an announcement, oracle",,,,,,http://logeion.uchicago.edu/index.html#λόγιον
ΛΟΓΙΟΣ,λόγιος,,λόγιος –a –ον,versed in tales,versed in tales,versed in tales,,,,,,http://logeion.uchicago.edu/index.html#λόγιος
ΛΟΓΙΟΤΗΣ,λογιότης,,λογιότης,eloquence,eloquence,eloquence,,,,,,http://logeion.uchicago.edu/index.html#λογιότης
ΛΟΓΙΣΜΑ,λόγισμα,,λόγισμα,"reckoning, account","reckoning, account","reckoning, account",,,,,,http://logeion.uchicago.edu/index.html#λόγισμα
ΛΟΓΙΣΜΟΣ,λογισμός,λογισμος,λογισμός –οῦ ὁ,"counting, calculation","a counting, reckoning, calculation, computation","a counting, reckoning, calculation, computation",2,,,,Noun,http://logeion.uchicago.edu/index.html#λογισμός
ΛΟΓΙΣΤΕΙΑ,λογιστεία,,λογιστεία,office of λογιστής,office of λογιστής,office of λογιστής,,,,,,http://logeion.uchicago.edu/index.html#λογιστεία
ΛΟΓΙΣΤΕΟΝ,λογιστέον,,λογιστέον,one must reckon,one must reckon,one must reckon,,,,,,http://logeion.uchicago.edu/index.html#λογιστέον
ΛΟΓΙΣΤΕΟΣ,λογιστέος,,λογιστέος,one must calculate,one must calculate,one must calculate,,,,,,http://logeion.uchicago.edu/index.html#λογιστέος
ΛΟΓΙΣΤΕΥΩ,λογιστεύω,,λογιστεύω,administer as λογιστής,administer as λογιστής,administer as λογιστής,,,,,,http://logeion.uchicago.edu/index.html#λογιστεύω
ΛΟΓΙΣΤΗΡΙΟΝ,λογιστήριον,,λογιστήριον,the place,the place,the place,,,,,,http://logeion.uchicago.edu/index.html#λογιστήριον
ΛΟΓΙΣΤΗΣ,λογιστής,,λογιστής,"a calculator, teacher of arithmetic","a calculator, teacher of arithmetic","a calculator, teacher of arithmetic",,,,,,http://logeion.uchicago.edu/index.html#λογιστής
ΛΟΓΙΣΤΙΚΟΣ,λογιστικός,,λογιστικός,skilled,skilled,skilled,,,,,,http://logeion.uchicago.edu/index.html#λογιστικός
ΛΟΓΙΣΤΟΝΟΜΟΣ,λογιστονόμος,,λογιστονόμος,regulating accounts,regulating accounts,regulating accounts,,,,,,http://logeion.uchicago.edu/index.html#λογιστονόμος
ΛΟΓΟΓΡΑΦΕΩ,λογογραφέω,,λογογραφέω,to write speeches,to write speeches,to write speeches,,,,,,http://logeion.uchicago.edu/index.html#λογογραφέω
ΛΟΓΟΓΡΑΦΗΜΑ,λογογράφημα,,λογογράφημα,prose work,prose work,prose work,,,,,,http://logeion.uchicago.edu/index.html#λογογράφημα
ΛΟΓΟΓΡΑΦΙΑ,λογογραφία,,λογογραφία,a writing of speeches,a writing of speeches,a writing of speeches,,,,,,http://logeion.uchicago.edu/index.html#λογογραφία
ΛΟΓΟΓΡΑΦΙΚΟΣ,λογογραφικός,,λογογραφικός,of or for writing speeches or prose,of or for writing speeches or prose,of or for writing speeches or prose,,,,,,http://logeion.uchicago.edu/index.html#λογογραφικός
ΛΟΓΟΓΡΑΦΟΣ,λογογράφος,,λογογράφος,a prose-writer,a prose-writer,a prose-writer,,,,,,http://logeion.uchicago.edu/index.html#λογογράφος
ΛΟΓΟΔΑΙΔΑΛΙΑ,λογοδαιδαλία,,λογοδαιδαλία,skill in adorning a speech,skill in adorning a speech,skill in adorning a speech,,,,,,http://logeion.uchicago.edu/index.html#λογοδαιδαλία
ΛΟΓΟΔΑΙΔΑΛΟΣ,λογοδαίδαλος,,λογοδαίδαλος,skilled in tricking out a speech,skilled in tricking out a speech,skilled in tricking out a speech,,,,,,http://logeion.uchicago.edu/index.html#λογοδαίδαλος
ΛΟΓΟΔΕΗΣ,λογοδεής,,λογοδεής,wanting in reason,wanting in reason,wanting in reason,,,,,,http://logeion.uchicago.edu/index.html#λογοδεής
ΛΟΓΟΔΕΙΠΝΟΝ,λογόδειπνον,,λογόδειπνον,"feast of words, learned banquet","feast of words, learned banquet","feast of words, learned banquet",,,,,,http://logeion.uchicago.edu/index.html#λογόδειπνον
ΛΟΓΟΔΙΑΡΡΟΙΑ,λογοδιάρροια,,λογοδιάρροια,flux of words,flux of words,flux of words,,,,,,http://logeion.uchicago.edu/index.html#λογοδιάρροια
ΛΟΓΟΔΙΔΑΣΚΑΛΟΣ,λογοδιδάσκαλος,,λογοδιδάσκαλος,teacher of eloquence,teacher of eloquence,teacher of eloquence,,,,,,http://logeion.uchicago.edu/index.html#λογοδιδάσκαλος
ΛΟΓΟΕΙΔΕΙΑ,λογοείδεια,,λογοείδεια,prosaic diction,prosaic diction,prosaic diction,,,,,,http://logeion.uchicago.edu/index.html#λογοείδεια
ΛΟΓΟΕΙΔΗΣ,λογοειδής,,λογοειδής,"prose-like, prosaic","prose-like, prosaic","prose-like, prosaic",,,,,,http://logeion.uchicago.edu/index.html#λογοειδής
ΛΟΓΟΘΕΣΙΑ,λογοθεσία,,λογοθεσία,keeping of accounts,keeping of accounts,keeping of accounts,,,,,,http://logeion.uchicago.edu/index.html#λογοθεσία
ΛΟΓΟΘΕΣΙΟΣ,λογοθέσιος,,λογοθέσιος,accountant,accountant,accountant,,,,,,http://logeion.uchicago.edu/index.html#λογοθέσιος
ΛΟΓΟΘΕΤΕΩ,λογοθετέω,,λογοθετέω,call to account,call to account,call to account,,,,,,http://logeion.uchicago.edu/index.html#λογοθετέω
ΛΟΓΟΘΕΤΗΣ,λογοθέτης,,λογοθέτης,auditor,auditor,auditor,,,,,,http://logeion.uchicago.edu/index.html#λογοθέτης
ΛΟΓΟΘΕΩΡΗΤΟΣ,λογοθεώρητος,,λογοθεώρητος,to be apprehended by the intellect alone,to be apprehended by the intellect alone,to be apprehended by the intellect alone,,,,,,http://logeion.uchicago.edu/index.html#λογοθεώρητος
ΛΟΓΟΘΗΡΑΣ,λογοθήρας,,λογοθήρας,word-catcher,word-catcher,word-catcher,,,,,,http://logeion.uchicago.edu/index.html#λογοθήρας
ΛΟΓΟΙΑΤΡΕΙΑ,λογοϊατρεία,,λογοϊατρεία,healing only in words,healing only in words,healing only in words,,,,,,http://logeion.uchicago.edu/index.html#λογοϊατρεία
